#{"t_start": 1754382840.9770148, "env_id": "None"}
r,l,t
450.039859,1020,366.190655
208.965832,737,368.961585
53.733531,249,370.10155
360.369826,1023,374.296708
124.786171,681,377.696167
59.204322,258,379.146474
375.644217,1688,386.356947
682.092361,1876,393.654691
183.717748,452,395.309663
131.334274,364,396.679763
83.924576,273,397.737604
1462.904371,3600,413.662165
37.610623,209,414.511738
50.067792,231,415.531775
432.585489,1605,422.049049
1293.126235,3600,438.063311
67.311321,247,439.184835
893.119457,2772,450.60613
167.897088,974,454.388653
106.53609,331,455.778004
217.848151,478,457.864548
35.071795,308,459.187862
1848.121322,3600,475.680688
227.1189,476,477.411496
246.513758,1152,481.725055
158.73477,369,483.0877
1108.1669,3600,499.525501
27.230008,389,501.162712
704.359662,3600,514.913096
403.702983,3584,531.61526
1214.870713,3193,544.057398
67.273092,257,545.033321
54.747421,221,545.939153
154.945554,388,547.784675
1017.947205,2549,559.808122
1884.044842,3600,573.655441
85.537752,276,574.698743
1333.52418,3600,591.242662
81.895129,301,592.394098
224.284124,1272,597.492453
796.801353,3600,613.702115
62.206637,237,614.703448
104.671117,320,616.22993
404.38727,2730,626.752403
94.744055,983,630.268725
863.378337,3600,647.042177
481.681156,1002,651.128217
54.323498,221,651.995002
111.355481,1224,656.706011
403.162106,916,660.080441
35.159402,195,660.787711
403.775938,1246,666.629548
78.477299,299,668.016785
69.688823,500,670.411521
182.474305,444,672.265246
145.205001,368,673.821047
26.228129,263,674.925463
212.433399,458,676.822003
35.713996,259,677.832496
369.984129,2245,686.630347
36.160088,195,687.389969
141.677934,380,688.739629
59.085006,296,689.867759
30.057589,193,690.583005
154.578753,371,692.456543
627.754578,2147,703.075143
119.379936,619,705.649053
36.208564,292,706.753031
28.818839,184,707.478858
717.306311,1658,713.755669
122.665768,790,716.724652
154.855326,850,720.381037
37.119237,304,721.899457
56.162107,328,723.643579
792.670293,1655,731.505546
373.702018,899,735.095507
570.623907,1067,739.366644
128.847078,340,740.623957
61.911231,240,741.554291
345.844032,651,744.022976
718.243673,1749,751.456793
1302.908008,3600,767.149926
26.357856,299,768.305488
256.098698,1252,773.152746
1073.871394,3600,789.384122
698.782092,3405,802.484854
125.059357,510,804.545923
486.099783,3306,820.092167
1425.556678,2646,830.442343
418.41993,2655,842.454151
89.185163,281,843.756406
81.642325,266,844.842629
66.381053,254,845.924864
66.77624,246,846.950186
440.146541,3600,861.00296
81.165641,274,861.96759
119.032563,340,863.216693
137.179707,339,864.901722
739.94039,1989,874.74825
229.468939,729,877.94463
282.010107,963,881.725987
47.499596,216,882.567312
85.155874,748,885.428694
609.72141,2520,895.802261
1483.564124,2924,908.75617
924.323662,3600,922.744278
36.387131,308,924.352986
464.335939,1097,930.160921
1862.11222,3600,944.798741
34.291585,203,945.56666
1024.025497,3354,960.809157
494.898201,1882,968.520684
83.158956,687,971.123528
1543.847482,3600,986.193494
209.122559,757,989.803241
340.511365,3600,1004.17059
806.685973,3600,1020.276253
22.796511,183,1021.049808
910.16904,2259,1029.915913
163.47004,392,1031.615893
934.214869,1720,1038.340015
29.700524,190,1039.390056
141.227718,362,1041.326611
80.345279,269,1042.780087
76.670533,284,1044.338634
63.978775,246,1045.674526
169.071863,571,1048.236881
371.826536,1807,1055.76597
100.424251,1024,1059.588459
198.694865,1034,1063.378693
677.997689,1530,1070.216775
55.213302,279,1071.649149
451.043596,3600,1086.882099
686.904268,3600,1102.13056
855.040923,3600,1116.792567
240.140329,800,1119.948749
582.500064,3600,1136.591212
43.983296,886,1140.213557
757.491392,3537,1154.319721
259.653154,1732,1162.426342
64.78814,240,1163.38024
171.537452,1619,1169.985439
1578.090256,3600,1184.655055
145.202264,544,1187.712974
584.789148,3282,1200.899369
1092.538814,3600,1216.184156
189.344076,1494,1222.969351
42.799445,207,1223.833392
1482.437781,3190,1235.895433
174.596781,495,1237.904272
325.116831,3417,1253.750731
514.816581,1623,1260.06668
76.412787,316,1261.218875
906.697029,1786,1268.4915
150.386315,603,1271.280626
134.167854,348,1273.0977
594.448744,3211,1286.255298
72.529978,265,1287.256814
39.879265,310,1288.39457
851.672443,3600,1304.633704
30.562296,188,1305.440475
322.341435,1680,1312.355433
10.250912,266,1313.392714
91.368477,311,1314.553524
174.483686,404,1316.073508
783.484782,3600,1331.5567
46.504816,214,1332.652396
177.962565,408,1334.357707
604.291926,3600,1348.579003
684.179002,3600,1364.905133
381.986293,677,1367.726547
254.782087,3260,1380.15951
773.495462,3600,1396.531521
195.53113,486,1398.386007
84.233791,287,1399.502082
242.008617,921,1402.89865
70.213173,715,1405.476199
668.143238,3600,1421.907347
442.259411,1442,1427.599141
62.598526,245,1428.558798
599.174743,1027,1432.597839
223.758701,789,1435.501534
406.11041,3600,1451.769325
92.810895,301,1453.093753
579.270063,1874,1460.240177
945.185306,3600,1476.271466
28.63087,188,1477.060368
214.144794,1163,1482.124668
256.307638,987,1485.835019
68.617062,301,1487.000317
91.417417,338,1488.246213
725.162421,1903,1495.394252
693.816543,2030,1505.579854
306.870783,1402,1511.255124
137.320631,395,1512.806603
61.830638,267,1513.803406
142.243726,385,1515.485367
540.300853,2124,1523.381771
95.34587,370,1525.016242
75.127577,266,1526.360292
1058.137928,3600,1542.129776
62.545194,258,1543.093075
476.537823,1005,1546.918852
97.334053,302,1548.020462
90.790894,296,1549.354309
125.347412,392,1550.786315
142.651895,920,1554.731544
49.001195,236,1555.962846
616.26989,2062,1565.740932
60.673867,290,1566.994603
471.170094,1446,1572.62631
91.641705,443,1574.353963
343.470805,2171,1582.747967
75.084021,1324,1589.533492
783.429841,2642,1600.01772
132.983251,440,1601.961895
84.939328,659,1604.403429
420.379543,1522,1610.251821
500.702995,1693,1618.925972
480.613056,1817,1626.252831
119.593984,334,1627.447921
194.630229,2195,1635.849881
850.413207,3600,1652.371904
79.826537,360,1654.119588
433.061577,849,1657.098124
53.090899,229,1657.946092
120.25777,631,1660.180954
411.748381,2188,1668.316004
630.877258,3600,1684.859052
43.223151,216,1685.680862
271.891774,1196,1690.403769
123.57155,543,1692.392483
110.803588,340,1693.663084
52.143921,225,1694.497678
69.39144,355,1695.835337
747.085112,3446,1733.744968
279.802344,2202,1743.853361
161.767255,796,1747.146374
157.809166,1272,1752.049947
215.538587,753,1754.96557
58.467633,234,1755.830098
655.882266,3600,1772.370424
104.908019,321,1773.729339
242.643779,3138,1785.694161
236.575994,558,1787.77994
65.528009,266,1788.896394
265.321428,865,1792.878661
308.840963,1392,1799.668221
84.959833,364,1801.202759
393.261474,2807,1811.751043
41.307707,218,1812.599849
35.519704,238,1813.753011
453.659565,3600,1829.910818
199.319294,1777,1836.910003
296.155784,768,1839.778162
65.89336,320,1840.997302
468.310008,1534,1846.893056
378.845171,1727,1854.859503
24.704272,195,1855.644657
405.29211,2064,1863.607095
76.820839,267,1864.834212
1015.554063,3600,1879.983633
96.224332,294,1881.400352
114.198085,324,1882.93279
224.540241,689,1885.785406
42.376928,219,1886.633411
554.83557,3044,1898.33298
264.990596,1740,1906.215054
74.545011,257,1907.581529
54.58441,240,1908.881991
22.089314,183,1909.679994
1094.044682,3600,1923.781937
790.353653,3600,1939.521948
160.924506,926,1943.19318
47.000276,285,1944.344335
101.158823,305,1945.714433
43.910472,287,1946.840008
65.436202,263,1947.834491
96.216616,329,1949.189486
429.983008,1913,1956.762752
51.694953,230,1958.05257
344.359744,3600,1974.510334
768.296585,3284,1986.82952
444.35208,3600,2003.633225
85.948569,303,2004.725443
776.628501,3600,2019.014204
114.029882,351,2020.975406
1015.034772,3600,2035.184697
479.393204,2048,2042.752303
61.020195,343,2044.395751
110.918776,361,2046.124153
332.680899,885,2050.456346
631.581964,3600,2064.999083
277.184088,3600,2080.574111
246.673999,1736,2087.703363
433.141356,1028,2091.404431
681.472896,3251,2105.026541
98.623786,322,2106.615705
231.132386,3600,2121.117854
425.736086,1126,2125.148302
133.432381,399,2126.593632
649.877841,3239,2141.421243
49.301388,225,2142.323994
84.769953,283,2143.479119
468.680443,3133,2155.229029
1691.126723,3600,2171.747867
165.540103,712,2174.68824
922.601426,3600,2189.005532
591.364832,3600,2204.481879
43.59564,246,2205.434527
72.096082,276,2206.672158
606.752062,2529,2216.119675
324.095787,3600,2232.236308
69.848752,279,2233.293286
121.247103,361,2234.681168
1022.705995,3600,2249.404703
110.53764,1265,2255.12633
688.991209,3080,2267.06722
83.395275,265,2268.098408
499.450985,1465,2274.498549
128.283598,1990,2284.051497
949.977795,3600,2297.783801
254.773749,737,2300.578832
50.288947,573,2303.340839
22.366255,193,2304.326519
64.206949,338,2306.111332
42.964987,221,2307.301772
52.737032,237,2308.523905
522.635229,1133,2313.782145
526.767258,1355,2319.238169
223.530535,1055,2323.083933
1287.355377,3600,2338.711311
35.421489,209,2339.846867
340.996471,2027,2348.142325
55.051683,734,2350.870947
338.810874,2604,2360.814498
113.732978,405,2362.802418
629.296301,3600,2378.532755
927.853998,3600,2393.252721
600.69178,1686,2400.985416
883.334612,3600,2414.509915
72.879335,279,2415.553007
42.229469,218,2416.365676
86.768688,293,2417.541145
137.116107,581,2420.728967
161.625404,1054,2425.66591
179.515886,636,2428.226031
126.693595,446,2430.226747
271.414728,842,2433.560686
226.136227,1061,2437.43586
289.955027,1632,2443.362048
58.363704,340,2444.76922
202.777704,1078,2449.805725
47.492146,371,2451.823805
299.412852,1919,2460.77013
209.804801,792,2464.109665
25.300485,226,2465.035819
100.070464,345,2466.344041
68.985869,269,2467.337996
2.796834,401,2468.823829
62.129198,335,2470.044267
19.55933,186,2470.748547
220.51325,1087,2474.78266
330.704585,2979,2487.937595
1176.086774,3600,2501.360958
350.923611,2594,2513.365811
876.417504,3600,2527.891755
685.695692,3600,2543.870978
58.273145,245,2544.969134
655.291428,3208,2561.192242
228.519084,1191,2567.711098
165.772448,2470,2580.482513
247.839925,776,2584.312475
46.067738,217,2585.312455
47.779134,316,2586.808329
350.640511,723,2590.69288
522.175669,1148,2596.827953
48.38956,222,2597.881226
328.339022,1485,2604.577267
1035.722879,3600,2621.068369
